NR,EXPERIMENT,RT,TRIAL_TYPE,REACTION
1,False,1.0002050000000509,True,0
1,False,1.0002148000000943,False,0
1,True,0.5603674999999839,False,1
2,True,0.7135800000000927,False,0
3,True,0.4285557999999128,False,1
4,True,0.555823700000019,False,1
5,True,0.7288920999999391,False,1
1,True,0.7986435000000256,False,1
2,True,0.36579040000015084,False,0
3,True,0.5848555000000033,False,0
4,True,0.7225634999999784,False,0
5,True,0.46962299999995594,False,1
